,chipid,month
1185,0b255824,4
1208,0b8d5875,4
1209,0b8d5875,4
1232,0baa5577,4
1233,0baa5577,4
1256,0bf069c3,4
1257,0bf069c3,4
1280,0c19b4a5,4
1281,0c19b4a5,4
1304,0c4a3582,4
1305,0c4a3582,4
1328,0ca16dfd,4
1329,0ca16dfd,4
1352,0ca69c96,4
1353,0ca69c96,4
1376,0d0be2c8,4
1377,0d0be2c8,4
1400,0d226508,4
1401,0d226508,4
1424,0d29f58c,4
1425,0d29f58c,4
1448,0d2b5776,4
1449,0d2b5776,4
1472,0d710330,4
1473,0d710330,4
1496,0d820bc7,4
1497,0d820bc7,4
1520,0d90aa12,4
1521,0d90aa12,4
1544,0ddd95d2,4
1545,0ddd95d2,4
1568,0e081ce3,4
1569,0e081ce3,4
1592,0e6cd7a8,4
1593,0e6cd7a8,4
1616,0efa5c94,4
1617,0efa5c94,4
1640,0f5d3266,4
1641,0f5d3266,4
1664,0f705e95,4
1665,0f705e95,4
1688,0fcf82e4,4
1689,0fcf82e4,4
1712,0fd2954e,4
1713,0fd2954e,4
1736,10148836,4
1737,10148836,4
1760,10429d71,4
1761,10429d71,4
1784,10519639,4
1785,10519639,4
1808,109117ef,4
1809,109117ef,4
1832,109560c3,4
1833,109560c3,4
1856,10bca2b9,4
1857,10bca2b9,4
1880,115ff5d8,4
1881,115ff5d8,4
1904,11684502,4
1905,11684502,4
1928,116e9d64,4
1929,116e9d64,4
1952,11c945aa,4
1953,11c945aa,4
1976,121f6463,4
1977,121f6463,4
2000,122ef21e,4
2001,122ef21e,4
2024,123067b1,4
2025,123067b1,4
2048,1291713b,4
2049,1291713b,4
2072,13263137,4
2073,13263137,4
2096,13a24a0e,4
2097,13a24a0e,4
2120,1417b0a6,4
2121,1417b0a6,4
2144,146c7d5c,4
2145,146c7d5c,4
2168,147c9028,4
2169,147c9028,4
2192,14888ef2,4
2193,14888ef2,4
2216,149f144d,4
2217,149f144d,4
2240,14ba8aab,4
2241,14ba8aab,4
2264,14cf1ec4,4
2265,14cf1ec4,4
2288,14d3b92b,4
2289,14d3b92b,4
2312,14db0101,4
2313,14db0101,4
2336,150299cf,4
2337,150299cf,4
2360,151cf430,4
2361,151cf430,4
2384,1567ab76,4
2385,1567ab76,4
2408,15f686c8,4
2409,15f686c8,4
2432,162bdc23,4
2433,162bdc23,4
2456,168d2687,4
2457,168d2687,4
2480,1693843f,4
2481,1693843f,4
2504,1693bbe7,4
2505,1693bbe7,4
2528,16b80308,4
2529,16b80308,4
2552,17912870,4
2553,17912870,4
2576,180eef35,4
2577,180eef35,4
2600,1820f58c,4
2601,1820f58c,4
2624,18595b6b,4
2625,18595b6b,4
2648,188772ab,4
2649,188772ab,4
2672,190974c2,4
2673,190974c2,4
2696,19ae04fe,4
2697,19ae04fe,4
2720,19bdd036,4
2721,19bdd036,4
2744,19ccf803,4
2745,19ccf803,4
2768,19e5e877,4
2769,19e5e877,4
2792,19ea29be,4
2793,19ea29be,4
2816,1a00c008,4
2817,1a00c008,4
2840,1a8b952f,4
2841,1a8b952f,4
2864,1b9a4249,4
2865,1b9a4249,4
2888,1bed1748,4
2889,1bed1748,4
2912,1c9623a5,4
2913,1c9623a5,4
2936,1cd6323f,4
2937,1cd6323f,4
2960,1d0dea6d,4
2961,1d0dea6d,4
2984,1d14bdf1,4
2985,1d14bdf1,4
3008,1d4a14a9,4
3009,1d4a14a9,4
3032,1d67d611,4
3033,1d67d611,4
3056,1d98f768,4
3057,1d98f768,4
3080,1d9b9f68,4
3081,1d9b9f68,4
3104,1dc400fb,4
3105,1dc400fb,4
3128,1df6d645,4
3129,1df6d645,4
3152,1e9c4780,4
3153,1e9c4780,4
3176,1f01c926,4
3177,1f01c926,4
3200,1f133781,4
3201,1f133781,4
3224,1f5dedeb,4
3225,1f5dedeb,4
3248,1f9eb218,4
3249,1f9eb218,4
3272,202f0b2d,4
3273,202f0b2d,4
3296,20521c9e,4
3297,20521c9e,4
3320,20df6245,4
3321,20df6245,4
3344,210fba90,4
3345,210fba90,4
3368,214f24fa,4
3369,214f24fa,4
3392,218e148e,4
3393,218e148e,4
3416,21cfd61f,4
3417,21cfd61f,4
3440,2257154d,4
3441,2257154d,4
3464,225d3efe,4
3465,225d3efe,4
3488,225f0445,4
3489,225f0445,4
3512,22624011,4
3513,22624011,4
3536,231022fc,4
3537,231022fc,4
3560,23159416,4
3561,23159416,4
3584,2345e099,4
3585,2345e099,4
3608,23522c63,4
3609,23522c63,4
3632,239e325b,4
3633,239e325b,4
3656,23e1f93f,4
3657,23e1f93f,4
3680,24177c3f,4
3681,24177c3f,4
3704,24478cc7,4
3705,24478cc7,4
3728,24a4769c,4
3729,24a4769c,4
3752,24eb6b8c,4
3753,24eb6b8c,4
3776,24f6e665,4
3777,24f6e665,4
3800,25420997,4
3801,25420997,4
3824,254ec31f,4
3825,254ec31f,4
3848,2578965b,4
3849,2578965b,4
3872,2586d767,4
3873,2586d767,4
3896,2586fc66,4
3897,2586fc66,4
3920,25e8a6f7,4
3921,25e8a6f7,4
3944,25fd4e5d,4
3945,25fd4e5d,4
3968,2637f129,4
3969,2637f129,4
3992,26622ebc,4
3993,26622ebc,4
4016,26ddd09d,4
4017,26ddd09d,4
4040,26ea6cd0,4
4041,26ea6cd0,4
4064,26ede19f,4
4065,26ede19f,4
4088,27194589,4
4089,27194589,4
4112,271a5d14,4
4113,271a5d14,4
4136,27c33457,4
4137,27c33457,4
4160,2844f6c1,4
4161,2844f6c1,4
4184,284543b9,4
4185,284543b9,4
4208,28465227,4
4209,28465227,4
4232,2854a358,4
4233,2854a358,4
4256,285e7d45,4
4257,285e7d45,4
4280,288afc34,4
4281,288afc34,4
4304,28903853,4
4305,28903853,4
4328,28bb5e3d,4
4329,28bb5e3d,4
4352,28c31c55,4
4353,28c31c55,4
4376,28e70767,4
4377,28e70767,4
4400,2900760f,4
4401,2900760f,4
4424,2920bdda,4
4425,2920bdda,4
4448,2961708f,4
4449,2961708f,4
4472,299262ac,4
4473,299262ac,4
4496,29a13c5e,4
4497,29a13c5e,4
4520,29cb8836,4
4521,29cb8836,4
4544,29f826ca,4
4545,29f826ca,4
4568,2a00a2fd,4
4569,2a00a2fd,4
4592,2a0ab392,4
4593,2a0ab392,4
4616,2a40bec3,4
4617,2a40bec3,4
4640,2a4cf978,4
4641,2a4cf978,4
4664,2a771ac4,4
4665,2a771ac4,4
4688,2aafc560,4
4689,2aafc560,4
4712,2ad67853,4
4713,2ad67853,4
4736,2af799d0,4
4737,2af799d0,4
4760,2b771eb1,4
4761,2b771eb1,4
4784,2b7c572c,4
4785,2b7c572c,4
4808,2bb9250c,4
4809,2bb9250c,4
4832,2bc802f6,4
4833,2bc802f6,4
4856,2beb2a9d,4
4857,2beb2a9d,4
4880,2c0df8ed,4
4881,2c0df8ed,4
4904,2c1d11dd,4
4905,2c1d11dd,4
4928,2c1e31f8,4
4929,2c1e31f8,4
4952,2c4cd182,4
4953,2c4cd182,4
4976,2d5826ca,4
4977,2d5826ca,4
5000,2d715f00,4
5001,2d715f00,4
5024,2e05b510,4
5025,2e05b510,4
5048,2e6515e2,4
5049,2e6515e2,4
5072,2ea02c81,4
5073,2ea02c81,4
5096,2ec1844e,4
5097,2ec1844e,4
5120,2ee180d8,4
5121,2ee180d8,4
5144,2f5131c6,4
5145,2f5131c6,4
5168,2fefdb4d,4
5169,2fefdb4d,4
5192,30380028,4
5193,30380028,4
5216,303f3f21,4
5217,303f3f21,4
5240,304a6fcc,4
5241,304a6fcc,4
5264,3054594a,4
5265,3054594a,4
5288,30617afb,4
5289,30617afb,4
5312,307fd254,4
5313,307fd254,4
5336,30858285,4
5337,30858285,4
5360,30995212,4
5361,30995212,4
5384,30fcd658,4
5385,30fcd658,4
5408,314025df,4
5409,314025df,4
5432,3163d2d6,4
5433,3163d2d6,4
5456,3167921b,4
5457,3167921b,4
5480,316b775d,4
5481,316b775d,4
5504,317861d1,4
5505,317861d1,4
5528,31cb93d6,4
5529,31cb93d6,4
5552,31d3a869,4
5553,31d3a869,4
5576,31ff006f,4
5577,31ff006f,4
5600,32546fa0,4
5601,32546fa0,4
5624,32d00d9e,4
5625,32d00d9e,4
5648,32e57e93,4
5649,32e57e93,4
5672,331652fd,4
5673,331652fd,4
5696,3399242d,4
5697,3399242d,4
5720,33c4a4d8,4
5721,33c4a4d8,4
5744,33c704f0,4
5745,33c704f0,4
5768,33d60a71,4
5769,33d60a71,4
5792,34049ffb,4
5793,34049ffb,4
5816,3411cc89,4
5817,3411cc89,4
5840,341aab49,4
5841,341aab49,4
5864,3434fac9,4
5865,3434fac9,4
5888,34607244,4
5889,34607244,4
5912,3524c5de,4
5913,3524c5de,4
5936,357adb76,4
5937,357adb76,4
5960,35e67e33,4
5961,35e67e33,4
5984,367bc92c,4
5985,367bc92c,4
6008,369b577d,4
6009,369b577d,4
6032,36bb6861,4
6033,36bb6861,4
6056,36d03fb3,4
6057,36d03fb3,4
6080,36dc0542,4
6081,36dc0542,4
6104,36ea0203,4
6105,36ea0203,4
6128,36f29089,4
6129,36f29089,4
6152,3773ee87,4
6153,3773ee87,4
6176,3779bcee,4
6177,3779bcee,4
6200,3795231b,4
6201,3795231b,4
6224,37a66587,4
6225,37a66587,4
6248,380d96a5,4
6249,380d96a5,4
6272,38118e4f,4
6273,38118e4f,4
6296,38e926b9,4
6297,38e926b9,4
6320,3914f382,4
6321,3914f382,4
6344,391fa553,4
6345,391fa553,4
6368,3965ad40,4
6369,3965ad40,4
6392,39692edf,4
6393,39692edf,4
6416,396d2d93,4
6417,396d2d93,4
6440,3a019b49,4
6441,3a019b49,4
6464,3a38b65d,4
6465,3a38b65d,4
6488,3a75c69e,4
6489,3a75c69e,4
6512,3abc0182,4
6513,3abc0182,4
6536,3abcf82c,4
6537,3abcf82c,4
6560,3b1b1959,4
6561,3b1b1959,4
6584,3b495c98,4
6585,3b495c98,4
6608,3b648bb6,4
6609,3b648bb6,4
6632,3bba4700,4
6633,3bba4700,4
6656,3c1aa99c,4
6657,3c1aa99c,4
6680,3c24134f,4
6681,3c24134f,4
6704,3c35267d,4
6705,3c35267d,4
6728,3c664fb2,4
6729,3c664fb2,4
6752,3ca51334,4
6753,3ca51334,4
6776,3cb34d3e,4
6777,3cb34d3e,4
6800,3d83c7cf,4
6801,3d83c7cf,4
6824,3d92ead9,4
6825,3d92ead9,4
6848,3dadddf4,4
6849,3dadddf4,4
6872,3df541d5,4
6873,3df541d5,4
6896,3e398cfe,4
6897,3e398cfe,4
6920,3e4eba43,4
6921,3e4eba43,4
6944,3e59e4c2,4
6945,3e59e4c2,4
6968,3e773f07,4
6969,3e773f07,4
6992,3eb6d001,4
6993,3eb6d001,4
7016,3ee0afc1,4
7017,3ee0afc1,4
7040,3ee15830,4
7041,3ee15830,4
7064,3f106ab9,4
7065,3f106ab9,4
7088,3f56d3a1,4
7089,3f56d3a1,4
7112,3f639fed,4
7113,3f639fed,4
7136,3f7440eb,4
7137,3f7440eb,4
7160,3f94ce9d,4
7161,3f94ce9d,4
7184,3fabee22,4
7185,3fabee22,4
7208,3fbc9084,4
7209,3fbc9084,4
7232,401b6970,4
7233,401b6970,4
7256,4045c33d,4
7257,4045c33d,4
7280,4058e7ff,4
7281,4058e7ff,4
7304,406cbaf4,4
7305,406cbaf4,4
7328,40b50fd1,4
7329,40b50fd1,4
7352,40b6128d,4
7353,40b6128d,4
7376,40d80a04,4
7377,40d80a04,4
7400,40dc5dcc,4
7401,40dc5dcc,4
7424,40f6838d,4
7425,40f6838d,4
7448,41341ab4,4
7449,41341ab4,4
7472,4140386a,4
7473,4140386a,4
7496,414a1956,4
7497,414a1956,4
7520,417cf113,4
7521,417cf113,4
7544,41c29144,4
7545,41c29144,4
7568,41ccaa73,4
7569,41ccaa73,4
7592,4209a502,4
7593,4209a502,4
7616,42138c5e,4
7617,42138c5e,4
7640,42252aa2,4
7641,42252aa2,4
7664,4236bb10,4
7665,4236bb10,4
7688,42a52fa9,4
7689,42a52fa9,4
7712,42a8a441,4
7713,42a8a441,4
7736,42b5ac06,4
7737,42b5ac06,4
7760,42bd8067,4
7761,42bd8067,4
7784,42d10eb5,4
7785,42d10eb5,4
7808,4301391f,4
7809,4301391f,4
7832,43228b93,4
7833,43228b93,4
7856,43481cbb,4
7857,43481cbb,4
7880,436c7c16,4
7881,436c7c16,4
7904,439b9ac9,4
7905,439b9ac9,4
7928,441d0238,4
7929,441d0238,4
7952,44488db9,4
7953,44488db9,4
7976,44bdcbcc,4
7977,44bdcbcc,4
8000,44d3d930,4
8001,44d3d930,4
8024,44d6ea56,4
8025,44d6ea56,4
8048,45fb7068,4
8049,45fb7068,4
8072,460a7643,4
8073,460a7643,4
8096,4618c2da,4
8097,4618c2da,4
8120,4668bfe6,4
8121,4668bfe6,4
8144,468f17b8,4
8145,468f17b8,4
8168,46aacb73,4
8169,46aacb73,4
8192,46c47554,4
8193,46c47554,4
8216,46ca4055,4
8217,46ca4055,4
8240,46e3b829,4
8241,46e3b829,4
8264,470864c8,4
8265,470864c8,4
8288,4710730c,4
8289,4710730c,4
8312,477c3997,4
8313,477c3997,4
8336,479938e1,4
8337,479938e1,4
8360,47c17292,4
8361,47c17292,4
8384,47e90bb4,4
8385,47e90bb4,4
8408,4803a402,4
8409,4803a402,4
8432,4811bd19,4
8433,4811bd19,4
8456,482fbb62,4
8457,482fbb62,4
8480,486c3ad0,4
8481,486c3ad0,4
8504,48749d89,4
8505,48749d89,4
8528,4883fda1,4
8529,4883fda1,4
8552,488fd059,4
8553,488fd059,4
8576,48c13286,4
8577,48c13286,4
8600,48dcaf51,4
8601,48dcaf51,4
8624,4951bfd3,4
8625,4951bfd3,4
8648,49902696,4
8649,49902696,4
8672,49c61083,4
8673,49c61083,4
8696,49ca058e,4
8697,49ca058e,4
8720,49ef2836,4
8721,49ef2836,4
8744,4a2a76f7,4
8745,4a2a76f7,4
8768,4a374c1a,4
8769,4a374c1a,4
8792,4a89a571,4
8793,4a89a571,4
8816,4ae8ba78,4
8817,4ae8ba78,4
8840,4afe30d7,4
8841,4afe30d7,4
8864,4b159655,4
8865,4b159655,4
8888,4b8d1dfd,4
8889,4b8d1dfd,4
8912,4bc9f13e,4
8913,4bc9f13e,4
8936,4bd91a9a,4
8937,4bd91a9a,4
8960,4c01fb8e,4
8961,4c01fb8e,4
8984,4c05ae93,4
8985,4c05ae93,4
9008,4c268cf7,4
9009,4c268cf7,4
9032,4c6887b8,4
9033,4c6887b8,4
9056,4c68eadb,4
9057,4c68eadb,4
9080,4cb57ce4,4
9081,4cb57ce4,4
9104,4cfa5146,4
9105,4cfa5146,4
9128,4d56fd82,4
9129,4d56fd82,4
9152,4d7400b5,4
9153,4d7400b5,4
9176,4e00ccfd,4
9177,4e00ccfd,4
9200,4e05d857,4
9201,4e05d857,4
9224,4e1c339d,4
9225,4e1c339d,4
9248,4e7093ba,4
9249,4e7093ba,4
9272,4e971fe6,4
9273,4e971fe6,4
9296,4efe5ed2,4
9297,4efe5ed2,4
9320,4f1cdf46,4
9321,4f1cdf46,4
9344,4f349d09,4
9345,4f349d09,4
9368,4f48dfa8,4
9369,4f48dfa8,4
9392,4f631724,4
9393,4f631724,4
9416,4f6a518a,4
9417,4f6a518a,4
9440,4f851118,4
9441,4f851118,4
9464,4f91d28d,4
9465,4f91d28d,4
9488,4f99566d,4
9489,4f99566d,4
9512,5017a571,4
9513,5017a571,4
9536,503b5177,4
9537,503b5177,4
9560,5040d776,4
9561,5040d776,4
9584,5054c8f6,4
9585,5054c8f6,4
9608,513e57b2,4
9609,513e57b2,4
9632,5182e7db,4
9633,5182e7db,4
9656,51b75e20,4
9657,51b75e20,4
9680,51d234ae,4
9681,51d234ae,4
9704,51d93376,4
9705,51d93376,4
9728,51e245a8,4
9729,51e245a8,4
9752,5209306d,4
9753,5209306d,4
9776,52343e5a,4
9777,52343e5a,4
9800,5285cfd2,4
9801,5285cfd2,4
9824,52e56fd7,4
9825,52e56fd7,4
9848,52f48bda,4
9849,52f48bda,4
9872,52fc4b30,4
9873,52fc4b30,4
9896,531965df,4
9897,531965df,4
9920,53514e68,4
9921,53514e68,4
9944,537f2249,4
9945,537f2249,4
9968,541d6d32,4
9969,541d6d32,4
9992,5428ba1b,4
9993,5428ba1b,4
10016,5442d1d0,4
10017,5442d1d0,4
10040,54481bc6,4
10041,54481bc6,4
10064,54964462,4
10065,54964462,4
10088,54a84b0c,4
10089,54a84b0c,4
10112,54c52bec,4
10113,54c52bec,4
10136,54db0708,4
10137,54db0708,4
10160,554ed1e7,4
10161,554ed1e7,4
10184,559fb870,4
10185,559fb870,4
10208,55a14920,4
10209,55a14920,4
10232,55cb218e,4
10233,55cb218e,4
10256,560d3c21,4
10257,560d3c21,4
10280,56274ceb,4
10281,56274ceb,4
10304,56402961,4
10305,56402961,4
10328,56951fe6,4
10329,56951fe6,4
10352,56a8c64c,4
10353,56a8c64c,4
10376,56dd88be,4
10377,56dd88be,4
10400,57040c98,4
10401,57040c98,4
10424,572306c5,4
10425,572306c5,4
10448,572814e5,4
10449,572814e5,4
10472,576b40f2,4
10473,576b40f2,4
10496,57ae707d,4
10497,57ae707d,4
10520,57fd4a58,4
10521,57fd4a58,4
10544,584e3e68,4
10545,584e3e68,4
10568,58563c15,4
10569,58563c15,4
10592,586d1fd6,4
10593,586d1fd6,4
10616,58fd9072,4
10617,58fd9072,4
10640,592a4ea2,4
10641,592a4ea2,4
10664,594121d5,4
10665,594121d5,4
10688,5957a5cc,4
10689,5957a5cc,4
10712,59b37278,4
10713,59b37278,4
10736,5a00c0c2,4
10737,5a00c0c2,4
10760,5a030a2e,4
10761,5a030a2e,4
10784,5a1bc9dd,4
10785,5a1bc9dd,4
10808,5a2d1b36,4
10809,5a2d1b36,4
10832,5a9e10c8,4
10833,5a9e10c8,4
10856,5aa60f00,4
10857,5aa60f00,4
10880,5acc7439,4
10881,5acc7439,4
10904,5b079b0d,4
10905,5b079b0d,4
10928,5b1e34a1,4
10929,5b1e34a1,4
10952,5b8820df,4
10953,5b8820df,4
10976,5bee53e9,4
10977,5bee53e9,4
11000,5c0d58a0,4
11001,5c0d58a0,4
11024,5c9e1cff,4
11025,5c9e1cff,4
11048,5cfa3fbb,4
11049,5cfa3fbb,4
11072,5db0fdc9,4
11073,5db0fdc9,4
11096,5e0e21c0,4
11097,5e0e21c0,4
11120,5e182ed3,4
11121,5e182ed3,4
11144,5ebf0ca8,4
11145,5ebf0ca8,4
11168,5ef62f01,4
11169,5ef62f01,4
11192,5f7994aa,4
11193,5f7994aa,4
11216,5f7e84f0,4
11217,5f7e84f0,4
11240,5f90d3ba,4
11241,5f90d3ba,4
11264,5fd96fd9,4
11265,5fd96fd9,4
11288,5fe2bef0,4
11289,5fe2bef0,4
11312,603fdcac,4
11313,603fdcac,4
11336,60805364,4
11337,60805364,4
11360,60a6f1e2,4
11361,60a6f1e2,4
11384,6128f2cf,4
11385,6128f2cf,4
11408,616def13,4
11409,616def13,4
11432,617b7fa2,4
11433,617b7fa2,4
11456,61dc34a5,4
11457,61dc34a5,4
11480,61f23175,4
11481,61f23175,4
11504,620d7e33,4
11505,620d7e33,4
11528,62de8d3a,4
11529,62de8d3a,4
11552,62ec80c0,4
11553,62ec80c0,4
11576,6380be28,4
11577,6380be28,4
11600,6382bef8,4
11601,6382bef8,4
11624,638c0c3a,4
11625,638c0c3a,4
11648,638d4763,4
11649,638d4763,4
11672,63b18f45,4
11673,63b18f45,4
11696,63d80a6c,4
11697,63d80a6c,4
11720,649cdb41,4
11721,649cdb41,4
11744,64d47b9c,4
11745,64d47b9c,4
11768,64f70d75,4
11769,64f70d75,4
11792,65e3f853,4
11793,65e3f853,4
11816,65e6197a,4
11817,65e6197a,4
11840,663ddde0,4
11841,663ddde0,4
11864,665bb75e,4
11865,665bb75e,4
11888,66811cee,4
11889,66811cee,4
11912,66b62ea9,4
11913,66b62ea9,4
11936,66c10eba,4
11937,66c10eba,4
11960,66ed7c3a,4
11961,66ed7c3a,4
11984,67267a49,4
11985,67267a49,4
12008,678a72d4,4
12009,678a72d4,4
12032,67a3e869,4
12033,67a3e869,4
12056,67c23b64,4
12057,67c23b64,4
12080,680beeff,4
12081,680beeff,4
12104,686b7200,4
12105,686b7200,4
12128,688327c8,4
12129,688327c8,4
12152,6885742d,4
12153,6885742d,4
12176,688cc90b,4
12177,688cc90b,4
12200,68a351c7,4
12201,68a351c7,4
12224,68fde75f,4
12225,68fde75f,4
