,chipid,month
4720,2ad67853,8
4721,2ad67853,8
4744,2af799d0,8
4745,2af799d0,8
4768,2b771eb1,8
4769,2b771eb1,8
4792,2b7c572c,8
4793,2b7c572c,8
4816,2bb9250c,8
4817,2bb9250c,8
4840,2bc802f6,8
4841,2bc802f6,8
4864,2beb2a9d,8
4865,2beb2a9d,8
4888,2c0df8ed,8
4889,2c0df8ed,8
4912,2c1d11dd,8
4913,2c1d11dd,8
4936,2c1e31f8,8
4937,2c1e31f8,8
4960,2c4cd182,8
4961,2c4cd182,8
4984,2d5826ca,8
4985,2d5826ca,8
5008,2d715f00,8
5009,2d715f00,8
5032,2e05b510,8
5033,2e05b510,8
5056,2e6515e2,8
5057,2e6515e2,8
5080,2ea02c81,8
5081,2ea02c81,8
5104,2ec1844e,8
5105,2ec1844e,8
5128,2ee180d8,8
5129,2ee180d8,8
5152,2f5131c6,8
5153,2f5131c6,8
5176,2fefdb4d,8
5177,2fefdb4d,8
5200,30380028,8
5201,30380028,8
5224,303f3f21,8
5225,303f3f21,8
5248,304a6fcc,8
5249,304a6fcc,8
5272,3054594a,8
5273,3054594a,8
5296,30617afb,8
5297,30617afb,8
5320,307fd254,8
5321,307fd254,8
5344,30858285,8
5345,30858285,8
5368,30995212,8
5369,30995212,8
5392,30fcd658,8
5393,30fcd658,8
5416,314025df,8
5417,314025df,8
5440,3163d2d6,8
5441,3163d2d6,8
5464,3167921b,8
5465,3167921b,8
5488,316b775d,8
5489,316b775d,8
5512,317861d1,8
5513,317861d1,8
5536,31cb93d6,8
5537,31cb93d6,8
5560,31d3a869,8
5561,31d3a869,8
5584,31ff006f,8
5585,31ff006f,8
5608,32546fa0,8
5609,32546fa0,8
5632,32d00d9e,8
5633,32d00d9e,8
5656,32e57e93,8
5657,32e57e93,8
5680,331652fd,8
5681,331652fd,8
5704,3399242d,8
5705,3399242d,8
5728,33c4a4d8,8
5729,33c4a4d8,8
5752,33c704f0,8
5753,33c704f0,8
5776,33d60a71,8
5777,33d60a71,8
5800,34049ffb,8
5801,34049ffb,8
5824,3411cc89,8
5825,3411cc89,8
5848,341aab49,8
5849,341aab49,8
5872,3434fac9,8
5873,3434fac9,8
5896,34607244,8
5897,34607244,8
5920,3524c5de,8
5921,3524c5de,8
5944,357adb76,8
5945,357adb76,8
5968,35e67e33,8
5969,35e67e33,8
5992,367bc92c,8
5993,367bc92c,8
6016,369b577d,8
6017,369b577d,8
6040,36bb6861,8
6041,36bb6861,8
6064,36d03fb3,8
6065,36d03fb3,8
6088,36dc0542,8
6089,36dc0542,8
6112,36ea0203,8
6113,36ea0203,8
6136,36f29089,8
6137,36f29089,8
6160,3773ee87,8
6161,3773ee87,8
6184,3779bcee,8
6185,3779bcee,8
6208,3795231b,8
6209,3795231b,8
6232,37a66587,8
6233,37a66587,8
6256,380d96a5,8
6257,380d96a5,8
6280,38118e4f,8
6281,38118e4f,8
6304,38e926b9,8
6305,38e926b9,8
6328,3914f382,8
6329,3914f382,8
6352,391fa553,8
6353,391fa553,8
6376,3965ad40,8
6377,3965ad40,8
6400,39692edf,8
6401,39692edf,8
6424,396d2d93,8
6425,396d2d93,8
6448,3a019b49,8
6449,3a019b49,8
6472,3a38b65d,8
6473,3a38b65d,8
6496,3a75c69e,8
6497,3a75c69e,8
6520,3abc0182,8
6521,3abc0182,8
6544,3abcf82c,8
6545,3abcf82c,8
6568,3b1b1959,8
6569,3b1b1959,8
6592,3b495c98,8
6593,3b495c98,8
6616,3b648bb6,8
6617,3b648bb6,8
6640,3bba4700,8
6641,3bba4700,8
6664,3c1aa99c,8
6665,3c1aa99c,8
6688,3c24134f,8
6689,3c24134f,8
6712,3c35267d,8
6713,3c35267d,8
6736,3c664fb2,8
6737,3c664fb2,8
6760,3ca51334,8
6761,3ca51334,8
6784,3cb34d3e,8
6785,3cb34d3e,8
6808,3d83c7cf,8
6809,3d83c7cf,8
6832,3d92ead9,8
6833,3d92ead9,8
6856,3dadddf4,8
6857,3dadddf4,8
6880,3df541d5,8
6881,3df541d5,8
6904,3e398cfe,8
6905,3e398cfe,8
6928,3e4eba43,8
6929,3e4eba43,8
6952,3e59e4c2,8
6953,3e59e4c2,8
6976,3e773f07,8
6977,3e773f07,8
7000,3eb6d001,8
7001,3eb6d001,8
7024,3ee0afc1,8
7025,3ee0afc1,8
7048,3ee15830,8
7049,3ee15830,8
7072,3f106ab9,8
7073,3f106ab9,8
7096,3f56d3a1,8
7097,3f56d3a1,8
7120,3f639fed,8
7121,3f639fed,8
7144,3f7440eb,8
7145,3f7440eb,8
7168,3f94ce9d,8
7169,3f94ce9d,8
7192,3fabee22,8
7193,3fabee22,8
7216,3fbc9084,8
7217,3fbc9084,8
7240,401b6970,8
7241,401b6970,8
7264,4045c33d,8
7265,4045c33d,8
7288,4058e7ff,8
7289,4058e7ff,8
7312,406cbaf4,8
7313,406cbaf4,8
7336,40b50fd1,8
7337,40b50fd1,8
7360,40b6128d,8
7361,40b6128d,8
7384,40d80a04,8
7385,40d80a04,8
7408,40dc5dcc,8
7409,40dc5dcc,8
7432,40f6838d,8
7433,40f6838d,8
7456,41341ab4,8
7457,41341ab4,8
7480,4140386a,8
7481,4140386a,8
7504,414a1956,8
7505,414a1956,8
7528,417cf113,8
7529,417cf113,8
7552,41c29144,8
7553,41c29144,8
7576,41ccaa73,8
7577,41ccaa73,8
7600,4209a502,8
7601,4209a502,8
7624,42138c5e,8
7625,42138c5e,8
7648,42252aa2,8
7649,42252aa2,8
7672,4236bb10,8
7673,4236bb10,8
7696,42a52fa9,8
7697,42a52fa9,8
7720,42a8a441,8
7721,42a8a441,8
7744,42b5ac06,8
7745,42b5ac06,8
7768,42bd8067,8
7769,42bd8067,8
7792,42d10eb5,8
7793,42d10eb5,8
7816,4301391f,8
7817,4301391f,8
7840,43228b93,8
7841,43228b93,8
7864,43481cbb,8
7865,43481cbb,8
7888,436c7c16,8
7889,436c7c16,8
7912,439b9ac9,8
7913,439b9ac9,8
7936,441d0238,8
7937,441d0238,8
7960,44488db9,8
7961,44488db9,8
7984,44bdcbcc,8
7985,44bdcbcc,8
8008,44d3d930,8
8009,44d3d930,8
8032,44d6ea56,8
8033,44d6ea56,8
8056,45fb7068,8
8057,45fb7068,8
8080,460a7643,8
8081,460a7643,8
8104,4618c2da,8
8105,4618c2da,8
8128,4668bfe6,8
8129,4668bfe6,8
8152,468f17b8,8
8153,468f17b8,8
8176,46aacb73,8
8177,46aacb73,8
8200,46c47554,8
8201,46c47554,8
8224,46ca4055,8
8225,46ca4055,8
8248,46e3b829,8
8249,46e3b829,8
8272,470864c8,8
8273,470864c8,8
8296,4710730c,8
8297,4710730c,8
8320,477c3997,8
8321,477c3997,8
8344,479938e1,8
8345,479938e1,8
8368,47c17292,8
8369,47c17292,8
8392,47e90bb4,8
8393,47e90bb4,8
8416,4803a402,8
8417,4803a402,8
8440,4811bd19,8
8441,4811bd19,8
8464,482fbb62,8
8465,482fbb62,8
8488,486c3ad0,8
8489,486c3ad0,8
8512,48749d89,8
8513,48749d89,8
8536,4883fda1,8
8537,4883fda1,8
8560,488fd059,8
8561,488fd059,8
8584,48c13286,8
8585,48c13286,8
8608,48dcaf51,8
8609,48dcaf51,8
8632,4951bfd3,8
8633,4951bfd3,8
8656,49902696,8
8657,49902696,8
8680,49c61083,8
8681,49c61083,8
8704,49ca058e,8
8705,49ca058e,8
8728,49ef2836,8
8729,49ef2836,8
8752,4a2a76f7,8
8753,4a2a76f7,8
8776,4a374c1a,8
8777,4a374c1a,8
8800,4a89a571,8
8801,4a89a571,8
8824,4ae8ba78,8
8825,4ae8ba78,8
8848,4afe30d7,8
8849,4afe30d7,8
8872,4b159655,8
8873,4b159655,8
8896,4b8d1dfd,8
8897,4b8d1dfd,8
8920,4bc9f13e,8
8921,4bc9f13e,8
8944,4bd91a9a,8
8945,4bd91a9a,8
8968,4c01fb8e,8
8969,4c01fb8e,8
8992,4c05ae93,8
8993,4c05ae93,8
9016,4c268cf7,8
9017,4c268cf7,8
9040,4c6887b8,8
9041,4c6887b8,8
9064,4c68eadb,8
9065,4c68eadb,8
9088,4cb57ce4,8
9089,4cb57ce4,8
9112,4cfa5146,8
9113,4cfa5146,8
9136,4d56fd82,8
9137,4d56fd82,8
9160,4d7400b5,8
9161,4d7400b5,8
9184,4e00ccfd,8
9185,4e00ccfd,8
9208,4e05d857,8
9209,4e05d857,8
9232,4e1c339d,8
9233,4e1c339d,8
9256,4e7093ba,8
9257,4e7093ba,8
9280,4e971fe6,8
9281,4e971fe6,8
9304,4efe5ed2,8
9305,4efe5ed2,8
9328,4f1cdf46,8
9329,4f1cdf46,8
9352,4f349d09,8
9353,4f349d09,8
9376,4f48dfa8,8
9377,4f48dfa8,8
9400,4f631724,8
9401,4f631724,8
9424,4f6a518a,8
9425,4f6a518a,8
9448,4f851118,8
9449,4f851118,8
9472,4f91d28d,8
9473,4f91d28d,8
9496,4f99566d,8
9497,4f99566d,8
9520,5017a571,8
9521,5017a571,8
9544,503b5177,8
9545,503b5177,8
9568,5040d776,8
9569,5040d776,8
9592,5054c8f6,8
9593,5054c8f6,8
9616,513e57b2,8
9617,513e57b2,8
9640,5182e7db,8
9641,5182e7db,8
9664,51b75e20,8
9665,51b75e20,8
9688,51d234ae,8
9689,51d234ae,8
9712,51d93376,8
9713,51d93376,8
9736,51e245a8,8
9737,51e245a8,8
9760,5209306d,8
9761,5209306d,8
9784,52343e5a,8
9785,52343e5a,8
9808,5285cfd2,8
9809,5285cfd2,8
9832,52e56fd7,8
9833,52e56fd7,8
9856,52f48bda,8
9857,52f48bda,8
9880,52fc4b30,8
9881,52fc4b30,8
9904,531965df,8
9905,531965df,8
9928,53514e68,8
9929,53514e68,8
9952,537f2249,8
9953,537f2249,8
9976,541d6d32,8
9977,541d6d32,8
10000,5428ba1b,8
10001,5428ba1b,8
10024,5442d1d0,8
10025,5442d1d0,8
10048,54481bc6,8
10049,54481bc6,8
10072,54964462,8
10073,54964462,8
10096,54a84b0c,8
10097,54a84b0c,8
10120,54c52bec,8
10121,54c52bec,8
10144,54db0708,8
10145,54db0708,8
10168,554ed1e7,8
10169,554ed1e7,8
10192,559fb870,8
10193,559fb870,8
10216,55a14920,8
10217,55a14920,8
10240,55cb218e,8
10241,55cb218e,8
10264,560d3c21,8
10265,560d3c21,8
10288,56274ceb,8
10289,56274ceb,8
10312,56402961,8
10313,56402961,8
10336,56951fe6,8
10337,56951fe6,8
10360,56a8c64c,8
10361,56a8c64c,8
10384,56dd88be,8
10385,56dd88be,8
10408,57040c98,8
10409,57040c98,8
10432,572306c5,8
10433,572306c5,8
10456,572814e5,8
10457,572814e5,8
10480,576b40f2,8
10481,576b40f2,8
10504,57ae707d,8
10505,57ae707d,8
10528,57fd4a58,8
10529,57fd4a58,8
10552,584e3e68,8
10553,584e3e68,8
10576,58563c15,8
10577,58563c15,8
10600,586d1fd6,8
10601,586d1fd6,8
10624,58fd9072,8
10625,58fd9072,8
10648,592a4ea2,8
10649,592a4ea2,8
10672,594121d5,8
10673,594121d5,8
10696,5957a5cc,8
10697,5957a5cc,8
10720,59b37278,8
10721,59b37278,8
10744,5a00c0c2,8
10745,5a00c0c2,8
10768,5a030a2e,8
10769,5a030a2e,8
10792,5a1bc9dd,8
10793,5a1bc9dd,8
10816,5a2d1b36,8
10817,5a2d1b36,8
10840,5a9e10c8,8
10841,5a9e10c8,8
10864,5aa60f00,8
10865,5aa60f00,8
10888,5acc7439,8
10889,5acc7439,8
10912,5b079b0d,8
10913,5b079b0d,8
10936,5b1e34a1,8
10937,5b1e34a1,8
10960,5b8820df,8
10961,5b8820df,8
10984,5bee53e9,8
10985,5bee53e9,8
11008,5c0d58a0,8
11009,5c0d58a0,8
11032,5c9e1cff,8
11033,5c9e1cff,8
11056,5cfa3fbb,8
11057,5cfa3fbb,8
11080,5db0fdc9,8
11081,5db0fdc9,8
11104,5e0e21c0,8
11105,5e0e21c0,8
11128,5e182ed3,8
11129,5e182ed3,8
11152,5ebf0ca8,8
11153,5ebf0ca8,8
11176,5ef62f01,8
11177,5ef62f01,8
11200,5f7994aa,8
11201,5f7994aa,8
11224,5f7e84f0,8
11225,5f7e84f0,8
11248,5f90d3ba,8
11249,5f90d3ba,8
11272,5fd96fd9,8
11273,5fd96fd9,8
11296,5fe2bef0,8
11297,5fe2bef0,8
11320,603fdcac,8
11321,603fdcac,8
11344,60805364,8
11345,60805364,8
11368,60a6f1e2,8
11369,60a6f1e2,8
11392,6128f2cf,8
11393,6128f2cf,8
11416,616def13,8
11417,616def13,8
11440,617b7fa2,8
11441,617b7fa2,8
11464,61dc34a5,8
11465,61dc34a5,8
11488,61f23175,8
11489,61f23175,8
11512,620d7e33,8
11513,620d7e33,8
11536,62de8d3a,8
11537,62de8d3a,8
11560,62ec80c0,8
11561,62ec80c0,8
11584,6380be28,8
11585,6380be28,8
11608,6382bef8,8
11609,6382bef8,8
11632,638c0c3a,8
11633,638c0c3a,8
11656,638d4763,8
11657,638d4763,8
11680,63b18f45,8
11681,63b18f45,8
11704,63d80a6c,8
11705,63d80a6c,8
11728,649cdb41,8
11729,649cdb41,8
11752,64d47b9c,8
11753,64d47b9c,8
11776,64f70d75,8
11777,64f70d75,8
11800,65e3f853,8
11801,65e3f853,8
11824,65e6197a,8
11825,65e6197a,8
11848,663ddde0,8
11849,663ddde0,8
11872,665bb75e,8
11873,665bb75e,8
11896,66811cee,8
11897,66811cee,8
11920,66b62ea9,8
11921,66b62ea9,8
11944,66c10eba,8
11945,66c10eba,8
11968,66ed7c3a,8
11969,66ed7c3a,8
11992,67267a49,8
11993,67267a49,8
12016,678a72d4,8
12017,678a72d4,8
12040,67a3e869,8
12041,67a3e869,8
12064,67c23b64,8
12065,67c23b64,8
12088,680beeff,8
12089,680beeff,8
12112,686b7200,8
12113,686b7200,8
12136,688327c8,8
12137,688327c8,8
12160,6885742d,8
12161,6885742d,8
12184,688cc90b,8
12185,688cc90b,8
12208,68a351c7,8
12209,68a351c7,8
12232,68fde75f,8
12233,68fde75f,8
