,chipid,month
3802,25420997,5
3803,25420997,5
3826,254ec31f,5
3827,254ec31f,5
3850,2578965b,5
3851,2578965b,5
3874,2586d767,5
3875,2586d767,5
3898,2586fc66,5
3899,2586fc66,5
3922,25e8a6f7,5
3923,25e8a6f7,5
3946,25fd4e5d,5
3947,25fd4e5d,5
3970,2637f129,5
3971,2637f129,5
3994,26622ebc,5
3995,26622ebc,5
4018,26ddd09d,5
4019,26ddd09d,5
4042,26ea6cd0,5
4043,26ea6cd0,5
4066,26ede19f,5
4067,26ede19f,5
4090,27194589,5
4091,27194589,5
4114,271a5d14,5
4115,271a5d14,5
4138,27c33457,5
4139,27c33457,5
4162,2844f6c1,5
4163,2844f6c1,5
4186,284543b9,5
4187,284543b9,5
4210,28465227,5
4211,28465227,5
4234,2854a358,5
4235,2854a358,5
4258,285e7d45,5
4259,285e7d45,5
4282,288afc34,5
4283,288afc34,5
4306,28903853,5
4307,28903853,5
4330,28bb5e3d,5
4331,28bb5e3d,5
4354,28c31c55,5
4355,28c31c55,5
4378,28e70767,5
4379,28e70767,5
4402,2900760f,5
4403,2900760f,5
4426,2920bdda,5
4427,2920bdda,5
4450,2961708f,5
4451,2961708f,5
4474,299262ac,5
4475,299262ac,5
4498,29a13c5e,5
4499,29a13c5e,5
4522,29cb8836,5
4523,29cb8836,5
4546,29f826ca,5
4547,29f826ca,5
4570,2a00a2fd,5
4571,2a00a2fd,5
4594,2a0ab392,5
4595,2a0ab392,5
4618,2a40bec3,5
4619,2a40bec3,5
4642,2a4cf978,5
4643,2a4cf978,5
4666,2a771ac4,5
4667,2a771ac4,5
4690,2aafc560,5
4691,2aafc560,5
4714,2ad67853,5
4715,2ad67853,5
4738,2af799d0,5
4739,2af799d0,5
4762,2b771eb1,5
4763,2b771eb1,5
4786,2b7c572c,5
4787,2b7c572c,5
4810,2bb9250c,5
4811,2bb9250c,5
4834,2bc802f6,5
4835,2bc802f6,5
4858,2beb2a9d,5
4859,2beb2a9d,5
4882,2c0df8ed,5
4883,2c0df8ed,5
4906,2c1d11dd,5
4907,2c1d11dd,5
4930,2c1e31f8,5
4931,2c1e31f8,5
4954,2c4cd182,5
4955,2c4cd182,5
4978,2d5826ca,5
4979,2d5826ca,5
5002,2d715f00,5
5003,2d715f00,5
5026,2e05b510,5
5027,2e05b510,5
5050,2e6515e2,5
5051,2e6515e2,5
5074,2ea02c81,5
5075,2ea02c81,5
5098,2ec1844e,5
5099,2ec1844e,5
5122,2ee180d8,5
5123,2ee180d8,5
5146,2f5131c6,5
5147,2f5131c6,5
5170,2fefdb4d,5
5171,2fefdb4d,5
5194,30380028,5
5195,30380028,5
5218,303f3f21,5
5219,303f3f21,5
5242,304a6fcc,5
5243,304a6fcc,5
5266,3054594a,5
5267,3054594a,5
5290,30617afb,5
5291,30617afb,5
5314,307fd254,5
5315,307fd254,5
5338,30858285,5
5339,30858285,5
5362,30995212,5
5363,30995212,5
5386,30fcd658,5
5387,30fcd658,5
5410,314025df,5
5411,314025df,5
5434,3163d2d6,5
5435,3163d2d6,5
5458,3167921b,5
5459,3167921b,5
5482,316b775d,5
5483,316b775d,5
5506,317861d1,5
5507,317861d1,5
5530,31cb93d6,5
5531,31cb93d6,5
5554,31d3a869,5
5555,31d3a869,5
5578,31ff006f,5
5579,31ff006f,5
5602,32546fa0,5
5603,32546fa0,5
5626,32d00d9e,5
5627,32d00d9e,5
5650,32e57e93,5
5651,32e57e93,5
5674,331652fd,5
5675,331652fd,5
5698,3399242d,5
5699,3399242d,5
5722,33c4a4d8,5
5723,33c4a4d8,5
5746,33c704f0,5
5747,33c704f0,5
5770,33d60a71,5
5771,33d60a71,5
5794,34049ffb,5
5795,34049ffb,5
5818,3411cc89,5
5819,3411cc89,5
5842,341aab49,5
5843,341aab49,5
5866,3434fac9,5
5867,3434fac9,5
5890,34607244,5
5891,34607244,5
5914,3524c5de,5
5915,3524c5de,5
5938,357adb76,5
5939,357adb76,5
5962,35e67e33,5
5963,35e67e33,5
5986,367bc92c,5
5987,367bc92c,5
6010,369b577d,5
6011,369b577d,5
6034,36bb6861,5
6035,36bb6861,5
6058,36d03fb3,5
6059,36d03fb3,5
6082,36dc0542,5
6083,36dc0542,5
6106,36ea0203,5
6107,36ea0203,5
6130,36f29089,5
6131,36f29089,5
6154,3773ee87,5
6155,3773ee87,5
6178,3779bcee,5
6179,3779bcee,5
6202,3795231b,5
6203,3795231b,5
6226,37a66587,5
6227,37a66587,5
6250,380d96a5,5
6251,380d96a5,5
6274,38118e4f,5
6275,38118e4f,5
6298,38e926b9,5
6299,38e926b9,5
6322,3914f382,5
6323,3914f382,5
6346,391fa553,5
6347,391fa553,5
6370,3965ad40,5
6371,3965ad40,5
6394,39692edf,5
6395,39692edf,5
6418,396d2d93,5
6419,396d2d93,5
6442,3a019b49,5
6443,3a019b49,5
6466,3a38b65d,5
6467,3a38b65d,5
6490,3a75c69e,5
6491,3a75c69e,5
6514,3abc0182,5
6515,3abc0182,5
6538,3abcf82c,5
6539,3abcf82c,5
6562,3b1b1959,5
6563,3b1b1959,5
6586,3b495c98,5
6587,3b495c98,5
6610,3b648bb6,5
6611,3b648bb6,5
6634,3bba4700,5
6635,3bba4700,5
6658,3c1aa99c,5
6659,3c1aa99c,5
6682,3c24134f,5
6683,3c24134f,5
6706,3c35267d,5
6707,3c35267d,5
6730,3c664fb2,5
6731,3c664fb2,5
6754,3ca51334,5
6755,3ca51334,5
6778,3cb34d3e,5
6779,3cb34d3e,5
6802,3d83c7cf,5
6803,3d83c7cf,5
6826,3d92ead9,5
6827,3d92ead9,5
6850,3dadddf4,5
6851,3dadddf4,5
6874,3df541d5,5
6875,3df541d5,5
6898,3e398cfe,5
6899,3e398cfe,5
6922,3e4eba43,5
6923,3e4eba43,5
6946,3e59e4c2,5
6947,3e59e4c2,5
6970,3e773f07,5
6971,3e773f07,5
6994,3eb6d001,5
6995,3eb6d001,5
7018,3ee0afc1,5
7019,3ee0afc1,5
7042,3ee15830,5
7043,3ee15830,5
7066,3f106ab9,5
7067,3f106ab9,5
7090,3f56d3a1,5
7091,3f56d3a1,5
7114,3f639fed,5
7115,3f639fed,5
7138,3f7440eb,5
7139,3f7440eb,5
7162,3f94ce9d,5
7163,3f94ce9d,5
7186,3fabee22,5
7187,3fabee22,5
7210,3fbc9084,5
7211,3fbc9084,5
7234,401b6970,5
7235,401b6970,5
7258,4045c33d,5
7259,4045c33d,5
7282,4058e7ff,5
7283,4058e7ff,5
7306,406cbaf4,5
7307,406cbaf4,5
7330,40b50fd1,5
7331,40b50fd1,5
7354,40b6128d,5
7355,40b6128d,5
7378,40d80a04,5
7379,40d80a04,5
7402,40dc5dcc,5
7403,40dc5dcc,5
7426,40f6838d,5
7427,40f6838d,5
7450,41341ab4,5
7451,41341ab4,5
7474,4140386a,5
7475,4140386a,5
7498,414a1956,5
7499,414a1956,5
7522,417cf113,5
7523,417cf113,5
7546,41c29144,5
7547,41c29144,5
7570,41ccaa73,5
7571,41ccaa73,5
7594,4209a502,5
7595,4209a502,5
7618,42138c5e,5
7619,42138c5e,5
7642,42252aa2,5
7643,42252aa2,5
7666,4236bb10,5
7667,4236bb10,5
7690,42a52fa9,5
7691,42a52fa9,5
7714,42a8a441,5
7715,42a8a441,5
7738,42b5ac06,5
7739,42b5ac06,5
7762,42bd8067,5
7763,42bd8067,5
7786,42d10eb5,5
7787,42d10eb5,5
7810,4301391f,5
7811,4301391f,5
7834,43228b93,5
7835,43228b93,5
7858,43481cbb,5
7859,43481cbb,5
7882,436c7c16,5
7883,436c7c16,5
7906,439b9ac9,5
7907,439b9ac9,5
7930,441d0238,5
7931,441d0238,5
7954,44488db9,5
7955,44488db9,5
7978,44bdcbcc,5
7979,44bdcbcc,5
8002,44d3d930,5
8003,44d3d930,5
8026,44d6ea56,5
8027,44d6ea56,5
8050,45fb7068,5
8051,45fb7068,5
8074,460a7643,5
8075,460a7643,5
8098,4618c2da,5
8099,4618c2da,5
8122,4668bfe6,5
8123,4668bfe6,5
8146,468f17b8,5
8147,468f17b8,5
8170,46aacb73,5
8171,46aacb73,5
8194,46c47554,5
8195,46c47554,5
8218,46ca4055,5
8219,46ca4055,5
8242,46e3b829,5
8243,46e3b829,5
8266,470864c8,5
8267,470864c8,5
8290,4710730c,5
8291,4710730c,5
8314,477c3997,5
8315,477c3997,5
8338,479938e1,5
8339,479938e1,5
8362,47c17292,5
8363,47c17292,5
8386,47e90bb4,5
8387,47e90bb4,5
8410,4803a402,5
8411,4803a402,5
8434,4811bd19,5
8435,4811bd19,5
8458,482fbb62,5
8459,482fbb62,5
8482,486c3ad0,5
8483,486c3ad0,5
8506,48749d89,5
8507,48749d89,5
8530,4883fda1,5
8531,4883fda1,5
8554,488fd059,5
8555,488fd059,5
8578,48c13286,5
8579,48c13286,5
8602,48dcaf51,5
8603,48dcaf51,5
8626,4951bfd3,5
8627,4951bfd3,5
8650,49902696,5
8651,49902696,5
8674,49c61083,5
8675,49c61083,5
8698,49ca058e,5
8699,49ca058e,5
8722,49ef2836,5
8723,49ef2836,5
8746,4a2a76f7,5
8747,4a2a76f7,5
8770,4a374c1a,5
8771,4a374c1a,5
8794,4a89a571,5
8795,4a89a571,5
8818,4ae8ba78,5
8819,4ae8ba78,5
8842,4afe30d7,5
8843,4afe30d7,5
8866,4b159655,5
8867,4b159655,5
8890,4b8d1dfd,5
8891,4b8d1dfd,5
8914,4bc9f13e,5
8915,4bc9f13e,5
8938,4bd91a9a,5
8939,4bd91a9a,5
8962,4c01fb8e,5
8963,4c01fb8e,5
8986,4c05ae93,5
8987,4c05ae93,5
9010,4c268cf7,5
9011,4c268cf7,5
9034,4c6887b8,5
9035,4c6887b8,5
9058,4c68eadb,5
9059,4c68eadb,5
9082,4cb57ce4,5
9083,4cb57ce4,5
9106,4cfa5146,5
9107,4cfa5146,5
9130,4d56fd82,5
9131,4d56fd82,5
9154,4d7400b5,5
9155,4d7400b5,5
9178,4e00ccfd,5
9179,4e00ccfd,5
9202,4e05d857,5
9203,4e05d857,5
9226,4e1c339d,5
9227,4e1c339d,5
9250,4e7093ba,5
9251,4e7093ba,5
9274,4e971fe6,5
9275,4e971fe6,5
9298,4efe5ed2,5
9299,4efe5ed2,5
9322,4f1cdf46,5
9323,4f1cdf46,5
9346,4f349d09,5
9347,4f349d09,5
9370,4f48dfa8,5
9371,4f48dfa8,5
9394,4f631724,5
9395,4f631724,5
9418,4f6a518a,5
9419,4f6a518a,5
9442,4f851118,5
9443,4f851118,5
9466,4f91d28d,5
9467,4f91d28d,5
9490,4f99566d,5
9491,4f99566d,5
9514,5017a571,5
9515,5017a571,5
9538,503b5177,5
9539,503b5177,5
9562,5040d776,5
9563,5040d776,5
9586,5054c8f6,5
9587,5054c8f6,5
9610,513e57b2,5
9611,513e57b2,5
9634,5182e7db,5
9635,5182e7db,5
9658,51b75e20,5
9659,51b75e20,5
9682,51d234ae,5
9683,51d234ae,5
9706,51d93376,5
9707,51d93376,5
9730,51e245a8,5
9731,51e245a8,5
9754,5209306d,5
9755,5209306d,5
9778,52343e5a,5
9779,52343e5a,5
9802,5285cfd2,5
9803,5285cfd2,5
9826,52e56fd7,5
9827,52e56fd7,5
9850,52f48bda,5
9851,52f48bda,5
9874,52fc4b30,5
9875,52fc4b30,5
9898,531965df,5
9899,531965df,5
9922,53514e68,5
9923,53514e68,5
9946,537f2249,5
9947,537f2249,5
9970,541d6d32,5
9971,541d6d32,5
9994,5428ba1b,5
9995,5428ba1b,5
10018,5442d1d0,5
10019,5442d1d0,5
10042,54481bc6,5
10043,54481bc6,5
10066,54964462,5
10067,54964462,5
10090,54a84b0c,5
10091,54a84b0c,5
10114,54c52bec,5
10115,54c52bec,5
10138,54db0708,5
10139,54db0708,5
10162,554ed1e7,5
10163,554ed1e7,5
10186,559fb870,5
10187,559fb870,5
10210,55a14920,5
10211,55a14920,5
10234,55cb218e,5
10235,55cb218e,5
10258,560d3c21,5
10259,560d3c21,5
10282,56274ceb,5
10283,56274ceb,5
10306,56402961,5
10307,56402961,5
10330,56951fe6,5
10331,56951fe6,5
10354,56a8c64c,5
10355,56a8c64c,5
10378,56dd88be,5
10379,56dd88be,5
10402,57040c98,5
10403,57040c98,5
10426,572306c5,5
10427,572306c5,5
10450,572814e5,5
10451,572814e5,5
10474,576b40f2,5
10475,576b40f2,5
10498,57ae707d,5
10499,57ae707d,5
10522,57fd4a58,5
10523,57fd4a58,5
10546,584e3e68,5
10547,584e3e68,5
10570,58563c15,5
10571,58563c15,5
10594,586d1fd6,5
10595,586d1fd6,5
10618,58fd9072,5
10619,58fd9072,5
10642,592a4ea2,5
10643,592a4ea2,5
10666,594121d5,5
10667,594121d5,5
10690,5957a5cc,5
10691,5957a5cc,5
10714,59b37278,5
10715,59b37278,5
10738,5a00c0c2,5
10739,5a00c0c2,5
10762,5a030a2e,5
10763,5a030a2e,5
10786,5a1bc9dd,5
10787,5a1bc9dd,5
10810,5a2d1b36,5
10811,5a2d1b36,5
10834,5a9e10c8,5
10835,5a9e10c8,5
10858,5aa60f00,5
10859,5aa60f00,5
10882,5acc7439,5
10883,5acc7439,5
10906,5b079b0d,5
10907,5b079b0d,5
10930,5b1e34a1,5
10931,5b1e34a1,5
10954,5b8820df,5
10955,5b8820df,5
10978,5bee53e9,5
10979,5bee53e9,5
11002,5c0d58a0,5
11003,5c0d58a0,5
11026,5c9e1cff,5
11027,5c9e1cff,5
11050,5cfa3fbb,5
11051,5cfa3fbb,5
11074,5db0fdc9,5
11075,5db0fdc9,5
11098,5e0e21c0,5
11099,5e0e21c0,5
11122,5e182ed3,5
11123,5e182ed3,5
11146,5ebf0ca8,5
11147,5ebf0ca8,5
11170,5ef62f01,5
11171,5ef62f01,5
11194,5f7994aa,5
11195,5f7994aa,5
11218,5f7e84f0,5
11219,5f7e84f0,5
11242,5f90d3ba,5
11243,5f90d3ba,5
11266,5fd96fd9,5
11267,5fd96fd9,5
11290,5fe2bef0,5
11291,5fe2bef0,5
11314,603fdcac,5
11315,603fdcac,5
11338,60805364,5
11339,60805364,5
11362,60a6f1e2,5
11363,60a6f1e2,5
11386,6128f2cf,5
11387,6128f2cf,5
11410,616def13,5
11411,616def13,5
11434,617b7fa2,5
11435,617b7fa2,5
11458,61dc34a5,5
11459,61dc34a5,5
11482,61f23175,5
11483,61f23175,5
11506,620d7e33,5
11507,620d7e33,5
11530,62de8d3a,5
11531,62de8d3a,5
11554,62ec80c0,5
11555,62ec80c0,5
11578,6380be28,5
11579,6380be28,5
11602,6382bef8,5
11603,6382bef8,5
11626,638c0c3a,5
11627,638c0c3a,5
11650,638d4763,5
11651,638d4763,5
11674,63b18f45,5
11675,63b18f45,5
11698,63d80a6c,5
11699,63d80a6c,5
11722,649cdb41,5
11723,649cdb41,5
11746,64d47b9c,5
11747,64d47b9c,5
11770,64f70d75,5
11771,64f70d75,5
11794,65e3f853,5
11795,65e3f853,5
11818,65e6197a,5
11819,65e6197a,5
11842,663ddde0,5
11843,663ddde0,5
11866,665bb75e,5
11867,665bb75e,5
11890,66811cee,5
11891,66811cee,5
11914,66b62ea9,5
11915,66b62ea9,5
11938,66c10eba,5
11939,66c10eba,5
11962,66ed7c3a,5
11963,66ed7c3a,5
11986,67267a49,5
11987,67267a49,5
12010,678a72d4,5
12011,678a72d4,5
12034,67a3e869,5
12035,67a3e869,5
12058,67c23b64,5
12059,67c23b64,5
12082,680beeff,5
12083,680beeff,5
12106,686b7200,5
12107,686b7200,5
12130,688327c8,5
12131,688327c8,5
12154,6885742d,5
12155,6885742d,5
12178,688cc90b,5
12179,688cc90b,5
12202,68a351c7,5
12203,68a351c7,5
12226,68fde75f,5
12227,68fde75f,5
