,chipid,month
8390,47e90bb4,7
8391,47e90bb4,7
8414,4803a402,7
8415,4803a402,7
8438,4811bd19,7
8439,4811bd19,7
8462,482fbb62,7
8463,482fbb62,7
8486,486c3ad0,7
8487,486c3ad0,7
8510,48749d89,7
8511,48749d89,7
8534,4883fda1,7
8535,4883fda1,7
8558,488fd059,7
8559,488fd059,7
8582,48c13286,7
8583,48c13286,7
8606,48dcaf51,7
8607,48dcaf51,7
8630,4951bfd3,7
8631,4951bfd3,7
8654,49902696,7
8655,49902696,7
8678,49c61083,7
8679,49c61083,7
8702,49ca058e,7
8703,49ca058e,7
8726,49ef2836,7
8727,49ef2836,7
8750,4a2a76f7,7
8751,4a2a76f7,7
8774,4a374c1a,7
8775,4a374c1a,7
8798,4a89a571,7
8799,4a89a571,7
8822,4ae8ba78,7
8823,4ae8ba78,7
8846,4afe30d7,7
8847,4afe30d7,7
8870,4b159655,7
8871,4b159655,7
8894,4b8d1dfd,7
8895,4b8d1dfd,7
8918,4bc9f13e,7
8919,4bc9f13e,7
8942,4bd91a9a,7
8943,4bd91a9a,7
8966,4c01fb8e,7
8967,4c01fb8e,7
8990,4c05ae93,7
8991,4c05ae93,7
9014,4c268cf7,7
9015,4c268cf7,7
9038,4c6887b8,7
9039,4c6887b8,7
9062,4c68eadb,7
9063,4c68eadb,7
9086,4cb57ce4,7
9087,4cb57ce4,7
9110,4cfa5146,7
9111,4cfa5146,7
9134,4d56fd82,7
9135,4d56fd82,7
9158,4d7400b5,7
9159,4d7400b5,7
9182,4e00ccfd,7
9183,4e00ccfd,7
9206,4e05d857,7
9207,4e05d857,7
9230,4e1c339d,7
9231,4e1c339d,7
9254,4e7093ba,7
9255,4e7093ba,7
9278,4e971fe6,7
9279,4e971fe6,7
9302,4efe5ed2,7
9303,4efe5ed2,7
9326,4f1cdf46,7
9327,4f1cdf46,7
9350,4f349d09,7
9351,4f349d09,7
9374,4f48dfa8,7
9375,4f48dfa8,7
9398,4f631724,7
9399,4f631724,7
9422,4f6a518a,7
9423,4f6a518a,7
9446,4f851118,7
9447,4f851118,7
9470,4f91d28d,7
9471,4f91d28d,7
9494,4f99566d,7
9495,4f99566d,7
9518,5017a571,7
9519,5017a571,7
9542,503b5177,7
9543,503b5177,7
9566,5040d776,7
9567,5040d776,7
9590,5054c8f6,7
9591,5054c8f6,7
9614,513e57b2,7
9615,513e57b2,7
9638,5182e7db,7
9639,5182e7db,7
9662,51b75e20,7
9663,51b75e20,7
9686,51d234ae,7
9687,51d234ae,7
9710,51d93376,7
9711,51d93376,7
9734,51e245a8,7
9735,51e245a8,7
9758,5209306d,7
9759,5209306d,7
9782,52343e5a,7
9783,52343e5a,7
9806,5285cfd2,7
9807,5285cfd2,7
9830,52e56fd7,7
9831,52e56fd7,7
9854,52f48bda,7
9855,52f48bda,7
9878,52fc4b30,7
9879,52fc4b30,7
9902,531965df,7
9903,531965df,7
9926,53514e68,7
9927,53514e68,7
9950,537f2249,7
9951,537f2249,7
9974,541d6d32,7
9975,541d6d32,7
9998,5428ba1b,7
9999,5428ba1b,7
10022,5442d1d0,7
10023,5442d1d0,7
10046,54481bc6,7
10047,54481bc6,7
10070,54964462,7
10071,54964462,7
10094,54a84b0c,7
10095,54a84b0c,7
10118,54c52bec,7
10119,54c52bec,7
10142,54db0708,7
10143,54db0708,7
10166,554ed1e7,7
10167,554ed1e7,7
10190,559fb870,7
10191,559fb870,7
10214,55a14920,7
10215,55a14920,7
10238,55cb218e,7
10239,55cb218e,7
10262,560d3c21,7
10263,560d3c21,7
10286,56274ceb,7
10287,56274ceb,7
10310,56402961,7
10311,56402961,7
10334,56951fe6,7
10335,56951fe6,7
10358,56a8c64c,7
10359,56a8c64c,7
10382,56dd88be,7
10383,56dd88be,7
10406,57040c98,7
10407,57040c98,7
10430,572306c5,7
10431,572306c5,7
10454,572814e5,7
10455,572814e5,7
10478,576b40f2,7
10479,576b40f2,7
10502,57ae707d,7
10503,57ae707d,7
10526,57fd4a58,7
10527,57fd4a58,7
10550,584e3e68,7
10551,584e3e68,7
10574,58563c15,7
10575,58563c15,7
10598,586d1fd6,7
10599,586d1fd6,7
10622,58fd9072,7
10623,58fd9072,7
10646,592a4ea2,7
10647,592a4ea2,7
10670,594121d5,7
10671,594121d5,7
10694,5957a5cc,7
10695,5957a5cc,7
10718,59b37278,7
10719,59b37278,7
10742,5a00c0c2,7
10743,5a00c0c2,7
10766,5a030a2e,7
10767,5a030a2e,7
10790,5a1bc9dd,7
10791,5a1bc9dd,7
10814,5a2d1b36,7
10815,5a2d1b36,7
10838,5a9e10c8,7
10839,5a9e10c8,7
10862,5aa60f00,7
10863,5aa60f00,7
10886,5acc7439,7
10887,5acc7439,7
10910,5b079b0d,7
10911,5b079b0d,7
10934,5b1e34a1,7
10935,5b1e34a1,7
10958,5b8820df,7
10959,5b8820df,7
10982,5bee53e9,7
10983,5bee53e9,7
11006,5c0d58a0,7
11007,5c0d58a0,7
11030,5c9e1cff,7
11031,5c9e1cff,7
11054,5cfa3fbb,7
11055,5cfa3fbb,7
11078,5db0fdc9,7
11079,5db0fdc9,7
11102,5e0e21c0,7
11103,5e0e21c0,7
11126,5e182ed3,7
11127,5e182ed3,7
11150,5ebf0ca8,7
11151,5ebf0ca8,7
11174,5ef62f01,7
11175,5ef62f01,7
11198,5f7994aa,7
11199,5f7994aa,7
11222,5f7e84f0,7
11223,5f7e84f0,7
11246,5f90d3ba,7
11247,5f90d3ba,7
11270,5fd96fd9,7
11271,5fd96fd9,7
11294,5fe2bef0,7
11295,5fe2bef0,7
11318,603fdcac,7
11319,603fdcac,7
11342,60805364,7
11343,60805364,7
11366,60a6f1e2,7
11367,60a6f1e2,7
11390,6128f2cf,7
11391,6128f2cf,7
11414,616def13,7
11415,616def13,7
11438,617b7fa2,7
11439,617b7fa2,7
11462,61dc34a5,7
11463,61dc34a5,7
11486,61f23175,7
11487,61f23175,7
11510,620d7e33,7
11511,620d7e33,7
11534,62de8d3a,7
11535,62de8d3a,7
11558,62ec80c0,7
11559,62ec80c0,7
11582,6380be28,7
11583,6380be28,7
11606,6382bef8,7
11607,6382bef8,7
11630,638c0c3a,7
11631,638c0c3a,7
11654,638d4763,7
11655,638d4763,7
11678,63b18f45,7
11679,63b18f45,7
11702,63d80a6c,7
11703,63d80a6c,7
11726,649cdb41,7
11727,649cdb41,7
11750,64d47b9c,7
11751,64d47b9c,7
11774,64f70d75,7
11775,64f70d75,7
11798,65e3f853,7
11799,65e3f853,7
11822,65e6197a,7
11823,65e6197a,7
11846,663ddde0,7
11847,663ddde0,7
11870,665bb75e,7
11871,665bb75e,7
11894,66811cee,7
11895,66811cee,7
11918,66b62ea9,7
11919,66b62ea9,7
11942,66c10eba,7
11943,66c10eba,7
11966,66ed7c3a,7
11967,66ed7c3a,7
11990,67267a49,7
11991,67267a49,7
12014,678a72d4,7
12015,678a72d4,7
12038,67a3e869,7
12039,67a3e869,7
12062,67c23b64,7
12063,67c23b64,7
12086,680beeff,7
12087,680beeff,7
12110,686b7200,7
12111,686b7200,7
12134,688327c8,7
12135,688327c8,7
12158,6885742d,7
12159,6885742d,7
12182,688cc90b,7
12183,688cc90b,7
12206,68a351c7,7
12207,68a351c7,7
12230,68fde75f,7
12231,68fde75f,7
