,chipid,month
3816,254ec31f,0
3817,254ec31f,0
3840,2578965b,0
3841,2578965b,0
3864,2586d767,0
3865,2586d767,0
3888,2586fc66,0
3889,2586fc66,0
3912,25e8a6f7,0
3913,25e8a6f7,0
3936,25fd4e5d,0
3937,25fd4e5d,0
3960,2637f129,0
3961,2637f129,0
3984,26622ebc,0
3985,26622ebc,0
4008,26ddd09d,0
4009,26ddd09d,0
4032,26ea6cd0,0
4033,26ea6cd0,0
4056,26ede19f,0
4057,26ede19f,0
4080,27194589,0
4081,27194589,0
4104,271a5d14,0
4105,271a5d14,0
4128,27c33457,0
4129,27c33457,0
4152,2844f6c1,0
4153,2844f6c1,0
4176,284543b9,0
4177,284543b9,0
4200,28465227,0
4201,28465227,0
4224,2854a358,0
4225,2854a358,0
4248,285e7d45,0
4249,285e7d45,0
4272,288afc34,0
4273,288afc34,0
4296,28903853,0
4297,28903853,0
4320,28bb5e3d,0
4321,28bb5e3d,0
4344,28c31c55,0
4345,28c31c55,0
4368,28e70767,0
4369,28e70767,0
4392,2900760f,0
4393,2900760f,0
4416,2920bdda,0
4417,2920bdda,0
4440,2961708f,0
4441,2961708f,0
4464,299262ac,0
4465,299262ac,0
4488,29a13c5e,0
4489,29a13c5e,0
4512,29cb8836,0
4513,29cb8836,0
4536,29f826ca,0
4537,29f826ca,0
4560,2a00a2fd,0
4561,2a00a2fd,0
4584,2a0ab392,0
4585,2a0ab392,0
4608,2a40bec3,0
4609,2a40bec3,0
4632,2a4cf978,0
4633,2a4cf978,0
4656,2a771ac4,0
4657,2a771ac4,0
4680,2aafc560,0
4681,2aafc560,0
4704,2ad67853,0
4705,2ad67853,0
4728,2af799d0,0
4729,2af799d0,0
4752,2b771eb1,0
4753,2b771eb1,0
4776,2b7c572c,0
4777,2b7c572c,0
4800,2bb9250c,0
4801,2bb9250c,0
4824,2bc802f6,0
4825,2bc802f6,0
4848,2beb2a9d,0
4849,2beb2a9d,0
4872,2c0df8ed,0
4873,2c0df8ed,0
4896,2c1d11dd,0
4897,2c1d11dd,0
4920,2c1e31f8,0
4921,2c1e31f8,0
4944,2c4cd182,0
4945,2c4cd182,0
4968,2d5826ca,0
4969,2d5826ca,0
4992,2d715f00,0
4993,2d715f00,0
5016,2e05b510,0
5017,2e05b510,0
5040,2e6515e2,0
5041,2e6515e2,0
5064,2ea02c81,0
5065,2ea02c81,0
5088,2ec1844e,0
5089,2ec1844e,0
5112,2ee180d8,0
5113,2ee180d8,0
5136,2f5131c6,0
5137,2f5131c6,0
5160,2fefdb4d,0
5161,2fefdb4d,0
5184,30380028,0
5185,30380028,0
5208,303f3f21,0
5209,303f3f21,0
5232,304a6fcc,0
5233,304a6fcc,0
5256,3054594a,0
5257,3054594a,0
5280,30617afb,0
5281,30617afb,0
5304,307fd254,0
5305,307fd254,0
5328,30858285,0
5329,30858285,0
5352,30995212,0
5353,30995212,0
5376,30fcd658,0
5377,30fcd658,0
5400,314025df,0
5401,314025df,0
5424,3163d2d6,0
5425,3163d2d6,0
5448,3167921b,0
5449,3167921b,0
5472,316b775d,0
5473,316b775d,0
5496,317861d1,0
5497,317861d1,0
5520,31cb93d6,0
5521,31cb93d6,0
5544,31d3a869,0
5545,31d3a869,0
5568,31ff006f,0
5569,31ff006f,0
5592,32546fa0,0
5593,32546fa0,0
5616,32d00d9e,0
5617,32d00d9e,0
5640,32e57e93,0
5641,32e57e93,0
5664,331652fd,0
5665,331652fd,0
5688,3399242d,0
5689,3399242d,0
5712,33c4a4d8,0
5713,33c4a4d8,0
5736,33c704f0,0
5737,33c704f0,0
5760,33d60a71,0
5761,33d60a71,0
5784,34049ffb,0
5785,34049ffb,0
5808,3411cc89,0
5809,3411cc89,0
5832,341aab49,0
5833,341aab49,0
5856,3434fac9,0
5857,3434fac9,0
5880,34607244,0
5881,34607244,0
5904,3524c5de,0
5905,3524c5de,0
5928,357adb76,0
5929,357adb76,0
5952,35e67e33,0
5953,35e67e33,0
5976,367bc92c,0
5977,367bc92c,0
6000,369b577d,0
6001,369b577d,0
6024,36bb6861,0
6025,36bb6861,0
6048,36d03fb3,0
6049,36d03fb3,0
6072,36dc0542,0
6073,36dc0542,0
6096,36ea0203,0
6097,36ea0203,0
6120,36f29089,0
6121,36f29089,0
6144,3773ee87,0
6145,3773ee87,0
6168,3779bcee,0
6169,3779bcee,0
6192,3795231b,0
6193,3795231b,0
6216,37a66587,0
6217,37a66587,0
6240,380d96a5,0
6241,380d96a5,0
6264,38118e4f,0
6265,38118e4f,0
6288,38e926b9,0
6289,38e926b9,0
6312,3914f382,0
6313,3914f382,0
6336,391fa553,0
6337,391fa553,0
6360,3965ad40,0
6361,3965ad40,0
6384,39692edf,0
6385,39692edf,0
6408,396d2d93,0
6409,396d2d93,0
6432,3a019b49,0
6433,3a019b49,0
6456,3a38b65d,0
6457,3a38b65d,0
6480,3a75c69e,0
6481,3a75c69e,0
6504,3abc0182,0
6505,3abc0182,0
6528,3abcf82c,0
6529,3abcf82c,0
6552,3b1b1959,0
6553,3b1b1959,0
6576,3b495c98,0
6577,3b495c98,0
6600,3b648bb6,0
6601,3b648bb6,0
6624,3bba4700,0
6625,3bba4700,0
6648,3c1aa99c,0
6649,3c1aa99c,0
6672,3c24134f,0
6673,3c24134f,0
6696,3c35267d,0
6697,3c35267d,0
6720,3c664fb2,0
6721,3c664fb2,0
6744,3ca51334,0
6745,3ca51334,0
6768,3cb34d3e,0
6769,3cb34d3e,0
6792,3d83c7cf,0
6793,3d83c7cf,0
6816,3d92ead9,0
6817,3d92ead9,0
6840,3dadddf4,0
6841,3dadddf4,0
6864,3df541d5,0
6865,3df541d5,0
6888,3e398cfe,0
6889,3e398cfe,0
6912,3e4eba43,0
6913,3e4eba43,0
6936,3e59e4c2,0
6937,3e59e4c2,0
6960,3e773f07,0
6961,3e773f07,0
6984,3eb6d001,0
6985,3eb6d001,0
7008,3ee0afc1,0
7009,3ee0afc1,0
7032,3ee15830,0
7033,3ee15830,0
7056,3f106ab9,0
7057,3f106ab9,0
7080,3f56d3a1,0
7081,3f56d3a1,0
7104,3f639fed,0
7105,3f639fed,0
7128,3f7440eb,0
7129,3f7440eb,0
7152,3f94ce9d,0
7153,3f94ce9d,0
7176,3fabee22,0
7177,3fabee22,0
7200,3fbc9084,0
7201,3fbc9084,0
7224,401b6970,0
7225,401b6970,0
7248,4045c33d,0
7249,4045c33d,0
7272,4058e7ff,0
7273,4058e7ff,0
7296,406cbaf4,0
7297,406cbaf4,0
7320,40b50fd1,0
7321,40b50fd1,0
7344,40b6128d,0
7345,40b6128d,0
7368,40d80a04,0
7369,40d80a04,0
7392,40dc5dcc,0
7393,40dc5dcc,0
7416,40f6838d,0
7417,40f6838d,0
7440,41341ab4,0
7441,41341ab4,0
7464,4140386a,0
7465,4140386a,0
7488,414a1956,0
7489,414a1956,0
7512,417cf113,0
7513,417cf113,0
7536,41c29144,0
7537,41c29144,0
7560,41ccaa73,0
7561,41ccaa73,0
7584,4209a502,0
7585,4209a502,0
7608,42138c5e,0
7609,42138c5e,0
7632,42252aa2,0
7633,42252aa2,0
7656,4236bb10,0
7657,4236bb10,0
7680,42a52fa9,0
7681,42a52fa9,0
7704,42a8a441,0
7705,42a8a441,0
7728,42b5ac06,0
7729,42b5ac06,0
7752,42bd8067,0
7753,42bd8067,0
7776,42d10eb5,0
7777,42d10eb5,0
7800,4301391f,0
7801,4301391f,0
7824,43228b93,0
7825,43228b93,0
7848,43481cbb,0
7849,43481cbb,0
7872,436c7c16,0
7873,436c7c16,0
7896,439b9ac9,0
7897,439b9ac9,0
7920,441d0238,0
7921,441d0238,0
7944,44488db9,0
7945,44488db9,0
7968,44bdcbcc,0
7969,44bdcbcc,0
7992,44d3d930,0
7993,44d3d930,0
8016,44d6ea56,0
8017,44d6ea56,0
8040,45fb7068,0
8041,45fb7068,0
8064,460a7643,0
8065,460a7643,0
8088,4618c2da,0
8089,4618c2da,0
8112,4668bfe6,0
8113,4668bfe6,0
8136,468f17b8,0
8137,468f17b8,0
8160,46aacb73,0
8161,46aacb73,0
8184,46c47554,0
8185,46c47554,0
8208,46ca4055,0
8209,46ca4055,0
8232,46e3b829,0
8233,46e3b829,0
8256,470864c8,0
8257,470864c8,0
8280,4710730c,0
8281,4710730c,0
8304,477c3997,0
8305,477c3997,0
8328,479938e1,0
8329,479938e1,0
8352,47c17292,0
8353,47c17292,0
8376,47e90bb4,0
8377,47e90bb4,0
8400,4803a402,0
8401,4803a402,0
8424,4811bd19,0
8425,4811bd19,0
8448,482fbb62,0
8449,482fbb62,0
8472,486c3ad0,0
8473,486c3ad0,0
8496,48749d89,0
8497,48749d89,0
8520,4883fda1,0
8521,4883fda1,0
8544,488fd059,0
8545,488fd059,0
8568,48c13286,0
8569,48c13286,0
8592,48dcaf51,0
8593,48dcaf51,0
8616,4951bfd3,0
8617,4951bfd3,0
8640,49902696,0
8641,49902696,0
8664,49c61083,0
8665,49c61083,0
8688,49ca058e,0
8689,49ca058e,0
8712,49ef2836,0
8713,49ef2836,0
8736,4a2a76f7,0
8737,4a2a76f7,0
8760,4a374c1a,0
8761,4a374c1a,0
8784,4a89a571,0
8785,4a89a571,0
8808,4ae8ba78,0
8809,4ae8ba78,0
8832,4afe30d7,0
8833,4afe30d7,0
8856,4b159655,0
8857,4b159655,0
8880,4b8d1dfd,0
8881,4b8d1dfd,0
8904,4bc9f13e,0
8905,4bc9f13e,0
8928,4bd91a9a,0
8929,4bd91a9a,0
8952,4c01fb8e,0
8953,4c01fb8e,0
8976,4c05ae93,0
8977,4c05ae93,0
9000,4c268cf7,0
9001,4c268cf7,0
9024,4c6887b8,0
9025,4c6887b8,0
9048,4c68eadb,0
9049,4c68eadb,0
9072,4cb57ce4,0
9073,4cb57ce4,0
9096,4cfa5146,0
9097,4cfa5146,0
9120,4d56fd82,0
9121,4d56fd82,0
9144,4d7400b5,0
9145,4d7400b5,0
9168,4e00ccfd,0
9169,4e00ccfd,0
9192,4e05d857,0
9193,4e05d857,0
9216,4e1c339d,0
9217,4e1c339d,0
9240,4e7093ba,0
9241,4e7093ba,0
9264,4e971fe6,0
9265,4e971fe6,0
9288,4efe5ed2,0
9289,4efe5ed2,0
9312,4f1cdf46,0
9313,4f1cdf46,0
9336,4f349d09,0
9337,4f349d09,0
9360,4f48dfa8,0
9361,4f48dfa8,0
9384,4f631724,0
9385,4f631724,0
9408,4f6a518a,0
9409,4f6a518a,0
9432,4f851118,0
9433,4f851118,0
9456,4f91d28d,0
9457,4f91d28d,0
9480,4f99566d,0
9481,4f99566d,0
9504,5017a571,0
9505,5017a571,0
9528,503b5177,0
9529,503b5177,0
9552,5040d776,0
9553,5040d776,0
9576,5054c8f6,0
9577,5054c8f6,0
9600,513e57b2,0
9601,513e57b2,0
9624,5182e7db,0
9625,5182e7db,0
9648,51b75e20,0
9649,51b75e20,0
9672,51d234ae,0
9673,51d234ae,0
9696,51d93376,0
9697,51d93376,0
9720,51e245a8,0
9721,51e245a8,0
9744,5209306d,0
9745,5209306d,0
9768,52343e5a,0
9769,52343e5a,0
9792,5285cfd2,0
9793,5285cfd2,0
9816,52e56fd7,0
9817,52e56fd7,0
9840,52f48bda,0
9841,52f48bda,0
9864,52fc4b30,0
9865,52fc4b30,0
9888,531965df,0
9889,531965df,0
9912,53514e68,0
9913,53514e68,0
9936,537f2249,0
9937,537f2249,0
9960,541d6d32,0
9961,541d6d32,0
9984,5428ba1b,0
9985,5428ba1b,0
10008,5442d1d0,0
10009,5442d1d0,0
10032,54481bc6,0
10033,54481bc6,0
10056,54964462,0
10057,54964462,0
10080,54a84b0c,0
10081,54a84b0c,0
10104,54c52bec,0
10105,54c52bec,0
10128,54db0708,0
10129,54db0708,0
10152,554ed1e7,0
10153,554ed1e7,0
10176,559fb870,0
10177,559fb870,0
10200,55a14920,0
10201,55a14920,0
10224,55cb218e,0
10225,55cb218e,0
10248,560d3c21,0
10249,560d3c21,0
10272,56274ceb,0
10273,56274ceb,0
10296,56402961,0
10297,56402961,0
10320,56951fe6,0
10321,56951fe6,0
10344,56a8c64c,0
10345,56a8c64c,0
10368,56dd88be,0
10369,56dd88be,0
10392,57040c98,0
10393,57040c98,0
10416,572306c5,0
10417,572306c5,0
10440,572814e5,0
10441,572814e5,0
10464,576b40f2,0
10465,576b40f2,0
10488,57ae707d,0
10489,57ae707d,0
10512,57fd4a58,0
10513,57fd4a58,0
10536,584e3e68,0
10537,584e3e68,0
10560,58563c15,0
10561,58563c15,0
10584,586d1fd6,0
10585,586d1fd6,0
10608,58fd9072,0
10609,58fd9072,0
10632,592a4ea2,0
10633,592a4ea2,0
10656,594121d5,0
10657,594121d5,0
10680,5957a5cc,0
10681,5957a5cc,0
10704,59b37278,0
10705,59b37278,0
10728,5a00c0c2,0
10729,5a00c0c2,0
10752,5a030a2e,0
10753,5a030a2e,0
10776,5a1bc9dd,0
10777,5a1bc9dd,0
10800,5a2d1b36,0
10801,5a2d1b36,0
10824,5a9e10c8,0
10825,5a9e10c8,0
10848,5aa60f00,0
10849,5aa60f00,0
10872,5acc7439,0
10873,5acc7439,0
10896,5b079b0d,0
10897,5b079b0d,0
10920,5b1e34a1,0
10921,5b1e34a1,0
10944,5b8820df,0
10945,5b8820df,0
10968,5bee53e9,0
10969,5bee53e9,0
10992,5c0d58a0,0
10993,5c0d58a0,0
11016,5c9e1cff,0
11017,5c9e1cff,0
11040,5cfa3fbb,0
11041,5cfa3fbb,0
11064,5db0fdc9,0
11065,5db0fdc9,0
11088,5e0e21c0,0
11089,5e0e21c0,0
11112,5e182ed3,0
11113,5e182ed3,0
11136,5ebf0ca8,0
11137,5ebf0ca8,0
11160,5ef62f01,0
11161,5ef62f01,0
11184,5f7994aa,0
11185,5f7994aa,0
11208,5f7e84f0,0
11209,5f7e84f0,0
11232,5f90d3ba,0
11233,5f90d3ba,0
11256,5fd96fd9,0
11257,5fd96fd9,0
11280,5fe2bef0,0
11281,5fe2bef0,0
11304,603fdcac,0
11305,603fdcac,0
11328,60805364,0
11329,60805364,0
11352,60a6f1e2,0
11353,60a6f1e2,0
11376,6128f2cf,0
11377,6128f2cf,0
11400,616def13,0
11401,616def13,0
11424,617b7fa2,0
11425,617b7fa2,0
11448,61dc34a5,0
11449,61dc34a5,0
11472,61f23175,0
11473,61f23175,0
11496,620d7e33,0
11497,620d7e33,0
11520,62de8d3a,0
11521,62de8d3a,0
11544,62ec80c0,0
11545,62ec80c0,0
11568,6380be28,0
11569,6380be28,0
11592,6382bef8,0
11593,6382bef8,0
11616,638c0c3a,0
11617,638c0c3a,0
11640,638d4763,0
11641,638d4763,0
11664,63b18f45,0
11665,63b18f45,0
11688,63d80a6c,0
11689,63d80a6c,0
11712,649cdb41,0
11713,649cdb41,0
11736,64d47b9c,0
11737,64d47b9c,0
11760,64f70d75,0
11761,64f70d75,0
11784,65e3f853,0
11785,65e3f853,0
11808,65e6197a,0
11809,65e6197a,0
11832,663ddde0,0
11833,663ddde0,0
11856,665bb75e,0
11857,665bb75e,0
11880,66811cee,0
11881,66811cee,0
11904,66b62ea9,0
11905,66b62ea9,0
11928,66c10eba,0
11929,66c10eba,0
11952,66ed7c3a,0
11953,66ed7c3a,0
11976,67267a49,0
11977,67267a49,0
12000,678a72d4,0
12001,678a72d4,0
12024,67a3e869,0
12025,67a3e869,0
12048,67c23b64,0
12049,67c23b64,0
12072,680beeff,0
12073,680beeff,0
12096,686b7200,0
12097,686b7200,0
12120,688327c8,0
12121,688327c8,0
12144,6885742d,0
12145,6885742d,0
12168,688cc90b,0
12169,688cc90b,0
12192,68a351c7,0
12193,68a351c7,0
12216,68fde75f,0
12217,68fde75f,0
